OBJECTID *,Shape *,RevDate,SourceAgency,DataSource,HztlAccuracy,GNIS_Name,GlobalID *,Shape_Length,Shape_Area,Lat,Long
19557,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6A3B9541-CC60-4194-A20B-8E8EA828555A},22061.16131,5951386.817,1335529.594,558536.989
19558,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{FDF5E55A-5C45-4BE2-9735-C939449F8F7B},741.07967,29515.55946,1337427.351,570279.5295
19559,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{641A801C-DE46-471D-9872-24E1D24DF4AC},679.43938,28563.32886,1337542.178,615337.2974
19560,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{AF84C19B-9964-4344-BDB3-55DCE1E72720},905.489324,61815.20743,1337710.295,534024.2572
19561,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{9B677E0A-233D-4DC8-9458-DF28A732696B},5491.186832,1373215.002,1337478,634531.7824
19562,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{08797DBF-DF05-42F4-957A-7946CA98823A},4410.534203,581254.6775,1337587.62,535460.1468
19563,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6694D9EE-BA5D-4BC8-9DD5-38D8DD1FF9B8},2419.004717,272606.2938,1337850.82,631747.8598
19564,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{878C8EDE-4B59-4292-9A1D-DD0F5AD2EAC7},1645.333673,79799.62917,1338291.568,564611.5082
19565,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{E91061F4-1B28-4223-B8E0-F13754C7A7E9},2756.27026,294307.4209,1338082.452,616054.7319
19566,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{FE684D28-AF59-43F5-9E88-84E6CFB38489},4611.860502,739680.4849,1338111.534,610530.7536
19567,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{240E2B96-95D0-4F10-8ACF-3128B36FB7D4},4920.889461,946968.8395,1337887.645,638060.0022
19568,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{B589E9A1-4601-4705-A696-CB90C7D56FF0},1566.169749,168576.0212,1338540.839,536573.7961
19569,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{8247E047-60FC-45F0-9CAA-5E2C77751195},2647.014117,195859.0454,1338565.261,588060.1257
19570,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{FB7CAC88-A97C-4877-A2F7-A291C2C023AC},1396.00725,87244.97103,1338713.236,556475.6834
19571,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{11BE8CAC-3900-44AD-88A8-47E6DA34D5B9},7190.571428,1080615.275,1337678.901,612520.5577
19572,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{07E3D894-0417-4858-A414-1A26CB9603BC},3093.01348,407167.1956,1338691.377,632735.4479
19573,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{5F7429FE-4234-4CC0-9E9D-744C42FEB903},1089.908608,48989.51848,1339033.011,587615.3326
19574,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{79B28562-2F59-43F0-ACD4-0BFAD7154A39},2909.465803,365903.8069,1338835.364,534990.1852
19575,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{5BCDC9B0-FA9A-4437-AC41-52D07C1ADA0B},685.241916,31403.92868,1339187.615,588085.2397
19576,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{82F9C3F3-09DA-47AD-807A-A910EC67444A},1298.542778,88724.80972,1339389.594,587731.465
19577,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{5AAB220C-4647-4423-AE62-D06D57658718},2534.25314,273335.0642,1339304.705,593419.444
19578,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{A446D7D1-5AF0-4F71-940A-4367652F3194},727.827065,31277.18978,1339753.384,588190.7747
19579,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{F5CF8730-B04E-42CB-ABBF-233362ED65C9},3279.999519,167909.241,1339491.378,612307.2347
19580,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{5A9C1AF0-A90F-4D91-B3BC-DDE274A5C340},759.434445,32662.17464,1340228.221,592964.9933
19581,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{C9E2E0D0-5CA5-4969-AA24-B397A2547075},819.940071,38465.04604,1340332.274,592484.1359
19582,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{938DDCBE-355C-4C9E-93DD-D953F4B3B78C},6951.912611,2116740.132,1339544.322,632012.4174
19583,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{D13A4DD9-13A3-46AE-9F8C-920EA2E79449},10570.56412,3381075.08,1338424.294,614867.2052
19584,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{072BEA2B-2ECF-4839-8DF1-EA2808150A01},3531.858019,560035.0339,1340136.199,630462.8949
19585,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{73AE6A6D-E5C4-4E2F-9EB2-8830C41EFFCA},3707.572626,447833.7715,1340324.442,634899.7275
19586,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{DD27CD53-2E02-4877-8356-EC5CDB749400},1953.759401,172900.715,1340397.543,629314.2466
19587,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{A6415ADF-EFFA-455C-9F1F-97AC94E441AB},3459.573049,371157.8035,1340014.019,613019.6046
19588,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{12414746-1512-4485-B49C-541D32868B6D},1489.163404,131892.979,1340850.32,630001.0002
19589,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{D5E931E3-D8A1-471D-848D-86FD6AE79ECF},1147.958281,40150.67477,1341404.047,541209.5355
19590,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{81FE20DC-1530-4F62-93BC-80F6AE39606D},946.405557,59659.27194,1341353.732,627127.4191
19591,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{F2BC1F3C-EF52-4B63-B474-ACC46AC32235},1453.733734,133666.5405,1341543.134,551070.4531
19592,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{0F70CEEB-FC9E-434A-9558-D50279397D7C},1445.239511,111059.7068,1341507.57,587753.2988
19593,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{DB1BF023-1F67-43EA-BBCD-9C36C88196A7},2456.993901,198599.0171,1341586.679,581892.9456
19594,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{CAA6EEF5-799F-4376-ADC2-A8E8FD10ACC6},1847.799334,112779.2112,1341822.987,547022.5246
19595,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{1984A3DA-1D41-4E40-A7A3-301CBF562965},1333.59968,92990.77801,1341902.323,557045.447
19596,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{5A6B11D6-4B53-44B2-8332-AA3FB69CD664},861.831385,44383.72539,1342137.918,592362.0235
19597,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{C5A2408E-1AAE-4556-BFB0-02BFD1B37B43},1553.144795,88713.45796,1342268.069,551838.8967
19598,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6C1D2245-74D1-49C1-A606-542121E85D4A},3396.430024,575190.8315,1342070.645,591815.8125
19599,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{8834DA44-8FD1-4933-9794-DF2EB3F53D82},2082.422164,140184.4548,1342505.512,577658.4966
19600,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{654AB4F7-9737-437D-A67E-E3472472DD8E},998.698201,50093.34874,1342673.174,550055.4922
19601,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{D49222FC-89C1-47B3-9485-FA534EEEF612},910.61779,51854.86972,1342936.959,600635.33
19602,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{29DD357E-690A-4082-B1B9-C989F2863B27},3336.996945,250851.9286,1342641.985,635349.9045
19603,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{01BF8E2E-6B26-46E8-A722-4DB3957FACB6},4822.445248,791677.8672,1342577.771,592883.6602
19604,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{B35F7BB8-0CBF-4084-A5FC-F496BAA39DFD},2546.518606,273571.0044,1343112.005,592026.8338
19605,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{91801751-8559-4C8B-9097-ABD5E837B02A},857.297745,42510.09683,1343417.319,552584.0908
19606,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{E7A53238-0540-4A9B-B9BA-7747F7235D32},1973.154505,185953.1505,1343207.16,621364.0372
19607,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{7C8E6EEB-4AC3-484E-B559-8E7B0CDC06A0},4698.472207,524238.0957,1342964.296,558895.809
19608,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{68A28C4B-E823-49B8-9FB7-82A5AC381E0F},2768.476534,202640.9422,1343170.53,581283.3148
19609,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{B03EB102-5C47-4B51-9755-0F3D463256BF},4261.034767,588520.9196,1342915.134,581892.9962
19610,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6424D9B3-9539-40DD-9901-81DE1E11F004},1111.084354,57615.51403,1343591.623,552902.8316
19611,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{CC5E3B61-6F43-4EEE-99AB-2CA9D39C4175},13709.68774,1929527.81,1342665.559,540406.2954
19612,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{4CCFC254-2054-48F4-9664-03DB95BA159F},3183.471243,586492.4776,1343353.234,635344.7613
19613,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{D7ADE3D1-ED36-4527-8C76-4F7180EDC86D},5191.299296,493034.5521,1343627.735,546534.4562
19614,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{5003B019-5091-4855-8382-FB8F8984BAA7},2052.904676,132437.6222,1344121.068,547632.7969
19615,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{71A14B37-5627-445D-BB17-A614B831ECB2},4324.408414,364520.0121,1344219.276,542261.8744
19616,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{162FA057-F108-4CF3-A537-3764C594C2CF},3600.65537,638720.0545,1344272.609,574741.0588
19617,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{D0EBB8E9-FA0C-4D52-AE49-1CC04326AD3C},1864.637955,150086.2876,1344718.04,627876.9487
19618,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{3E8213F4-34B9-42CA-A26B-235AD215BED0},1482.189996,85832.06518,1344765.458,547004.6698
19619,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{22D4D7A9-A996-40B5-A086-9AF0C438B37F},4688.119829,640136.0517,1344447.443,615961.3915
19620,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{386F6B70-4D4F-49EE-A8B6-6D6C6BBF9B37},5927.753774,1071026.244,1344559.141,619256.4886
19621,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{F49CC465-518A-4061-920E-64256888F221},4733.519275,823627.7886,1344652.106,592332.3556
19622,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{E45EDDC6-A4DF-4427-A9C6-CBA75DB60E1A},9680.462592,1790574.692,1343694.889,537335.4286
19623,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{D52522D1-25EF-490A-A296-EB98F5E5A424},2133.128655,122375.4168,1345193.145,546522.6573
19624,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{F016F218-C02E-488A-81C3-41883C8AFA4D},2762.674094,273180.3658,1345930.959,546517.1031
19625,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{7CCA7B7E-6B64-4762-9BE5-0E564D651E20},7961.687685,1403459.03,1345836.069,589118.8485
19626,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{0A03F574-3EC2-4272-805F-54677AF9B372},1430.047552,116249.2372,1346437.579,576727.8579
19627,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{9BE0AAB5-8FF8-46DC-A1E2-279894665DA9},1137.754702,73090.12822,1346851.472,548157.93
19628,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{5E00A79D-65D6-4382-98ED-4BEE9130A1F9},2202.865465,280899.1724,1346933.344,546917.9525
19629,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{F4C4C820-0D26-49DB-BF95-CDC4E746D395},1318.994118,80547.61546,1347112.132,568216.6738
19630,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{90DE99C1-68A0-41DC-ACE7-AA8AD7942C30},4773.006004,1181033.183,1346458.696,615689.8813
19631,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{32A7C390-6140-4926-9682-9FD061C37B47},1748.298384,168433.0512,1347175.298,632509.4208
19632,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{21410220-EA8E-45AF-BBD0-D35B487D4B3C},1067.622385,72940.11055,1347324.584,548467.3744
19633,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{2BE983AB-8A09-4447-9037-7AC1E91A711C},1431.873373,116360.3609,1347672.425,567900.2896
19634,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{087E9918-A942-4A4E-B766-560860C008FE},1712.145856,203157.7609,1347653.289,620203.5732
19635,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{1AB6CAB4-0240-4FCC-BAB7-7DBC9B5B7B9D},8982.263966,1275294.963,1347152.064,541650.0114
19636,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{A2CDC515-2793-4C2F-8B70-F3D3A2A3129F},882.232093,50856.59521,1348028.664,632762.9378
19637,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{C5F3D9B4-6522-4B92-8123-83D8A27FE99F},2952.6066,515537.6989,1347780.724,613413.6597
19638,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{25570997-786A-4C8A-BFED-21BA0CDBA8A8},1198.682662,79593.82071,1348080.537,548431.7218
19639,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{C4DFFAA9-EA47-42FF-9B04-81573AADEB2A},2815.288074,368686.5835,1347812.021,631855.4584
19640,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{7F3A1FB0-09F2-47EE-98E1-DC739409C376},1928.880891,128619.7441,1348160.664,543588.5483
19641,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{ACF6E20A-32AD-490D-AE8A-37625E71F112},2055.222721,186334.2765,1348069.41,567481.3054
19642,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{7F848591-AF9C-4CB6-8C6B-834ED058A485},1272.314516,89163.49466,1348250.775,613950.7419
19643,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{8DD8AFA7-2775-4267-AB94-2B6DB6EF79F2},1879.899958,139336.7229,1348521.064,565394.3688
19644,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6EF6447A-D713-4208-A815-EEDA2459BE2F},1974.441098,162372.775,1348526.513,625622.0582
19645,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{4CCF0CB9-C116-47A1-9BCE-BEAB52E6CA70},7358.720791,1399613.654,1348386.553,626613.2661
19646,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{3331D2F8-2E56-4217-AB1F-269E18984B6B},4034.576578,482288.4126,1348707.854,601427.301
19647,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{DB5046B6-1731-452C-ADAB-D6EBBF410977},2440.213265,175319.5854,1348931.105,598740.8862
19648,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{EC22062B-03A9-44A7-9F90-817ECD2A5CE1},6302.8085,615318.7847,1348499.076,547720.0132
19649,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{FD79FC85-684A-4D42-AAC8-9604B6B33094},1912.280202,122492.5178,1349291.948,612189.824
19650,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{669C6FF5-EABA-427C-BC30-DF157D3642A8},2134.5697,142232.5019,1349172.757,626561.9404
19651,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{2DCB6ED2-A18A-4058-8D60-50399EA0B511},21556.90472,4869653.097,1346866.178,600583.0618
19652,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{FDE34984-6152-4728-BFEE-98C85F9417D8},1885.180844,175883.1527,1349513.212,626022.4041
19653,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{0B67E831-9EA5-413F-B02E-0091CB6887E3},1501.647125,57486.86941,1349944.139,599046.236
19654,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{3DA73F39-5EF2-4477-A1AE-FB2B2661AB89},887.764692,48867.89068,1350229.383,622189.5912
19655,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{1C50922A-B780-4CC4-A860-09382C57F9E4},3641.093682,667758.344,1350063.88,614533.5839
19656,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{02A22E53-BC7D-44BA-8F0C-80C50F0F3448},1841.911418,126055.8353,1350397.857,598500.2013
19657,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{0D0940F0-543A-4B7B-9783-5663AB6CA4DB},5159.91538,909335.6421,1350237.133,621138.0601
19658,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{967E3F7B-5F87-4335-8D84-87B70C34AF0A},8669.618246,2054988.364,1349973.707,617999.4568
19659,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{42DE9608-76F4-43B7-A120-248D59FAC851},1407.503293,77491.98861,1350909.644,594640.0077
19660,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{07EA0517-C009-4AB9-B605-1AAC56BFDC62},1198.474345,97774.79131,1351060.742,596845.0341
19661,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{A257FFB4-13BC-4491-910F-E8AFD7F25B3D},1926.908304,251129.1339,1350971.903,621481.6102
19662,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{704576E5-A1A0-468F-B031-F3BEA5290240},1408.70973,106215.4424,1351230.051,598584.6485
19663,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{118EB17D-4831-49EE-88E5-D6928B5AE0CA},3353.660497,562147.9933,1350764.205,591657.9473
19664,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{A23BB870-8C30-4880-8B54-07F8252C15C6},614.33569,26084.61311,1351369.782,596849.4891
19665,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{96094E77-D498-49E2-AA94-961114527AD1},1000.655546,60123.22209,1351572.062,596465.3082
19666,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{DCA3343C-90F8-41B3-A3FC-3F8410E31381},4827.489177,850599.4003,1351570.012,544165.203
19667,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{4953FD1B-49F6-47C1-AEAB-DA289DC57CD0},17189.24059,3611996.205,1350952.389,594034.6511
19668,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{DE2DD485-F23D-48C8-9377-18A9D1E380BD},4333.786642,696243.732,1352471.56,543805.6548
19669,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{B57645C9-AA2E-4C8E-ACA0-1E4DA6741BAE},3742.961007,379748.6981,1355311.55,628004.9568
19670,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{438923F5-BBE4-442E-9775-A1168F26E6F5},1504.667806,116170.8537,1355972.849,611511.8957
19671,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{D5E305B1-995E-421B-899D-55A18D65B7C0},1051.735671,63481.0857,1356055.256,546576.8335
19672,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{4A882280-4283-4CCA-B3CD-E4A4259D8942},1361.844862,88530.48844,1356454.554,616306.7847
19673,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{8EC384DA-9D42-4BE4-812E-7E483C056B22},5173.43457,684930.4849,1357013.272,593296.7738
19674,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{6AB2406B-9F25-455C-B2FC-5504808F196E},8903.491072,2170406.481,1356701.239,628761.8628
19675,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{189EE878-20FF-47B4-95F1-3ADED174B19D},3027.942254,337934.4186,1357436.945,603065.9436
19676,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{52DDA11C-6CEB-4E88-A75F-85DADEC2AEB1},1157.570649,84288.18785,1358185.555,602763.5918
19677,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{ABA7D42B-F447-402D-A2AC-2387B89DD7CC},1004.254056,59810.64316,1358176.124,597583.3838
19678,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{39ACD2E7-C50A-4EE6-B390-A42BED5DD4B8},6734.758599,1045818.376,1358018.666,595765.6635
19679,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{1557ECA2-23B1-47CC-95BA-802BF3869374},2073.171954,156042.0471,1358860.244,602619.0498
19680,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{2628445D-4234-4AD0-B115-E576ECC6937C},13871.91579,2416336.774,1358162.715,612781.0308
19681,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{84781149-643C-456F-988E-12D251694B66},2540.279937,279819.983,1360271.253,592125.9144
19682,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{18E1253B-EAF2-4B22-9DC1-5815A5485F50},8422.718178,2086691.798,1359934.157,612151.1442
19683,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{42A3E0DA-4F37-445C-B384-45358599CF01},1653.345619,130685.6165,1360894.354,619570.3731
19684,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{3A453F64-F0BE-441E-9E5F-8148D99E23AE},1890.662026,193375.4687,1361920.878,618201.2303
19685,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{3389366B-D63F-495C-A91C-A62E73391FA3},15430.44995,3280281.952,1361481.631,610389.9291
19686,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{0C8B3B0A-0A8E-4842-8040-FA2C45A3B7DA},1068.253147,51455.69841,1363610.829,604277.3371
19687,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{14473833-C0CF-42EE-A56A-8EF70075C56B},1527.563398,119083.2649,1363713.895,615008.8276
19688,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{31E61B3E-6A43-4B95-B5D5-A049417DE390},2084.120618,172214.5159,1363856.228,603760.9662
19689,Polygon Z,12/1/2014,UA,Digital SDMI Imagery,Medium Resolution Satellite Derived,<Null>,{E046AE86-C5A2-43F2-ABC4-7D822CEEAB0C},4733.359397,592484.3928,1364763.89,604433.1268
